order_id,order_date,customer_id,customer_name,customer_email,customer_city,customer_state,product_name,product_category,quantity,unit_price,discount_amount,revenue,store_name,shipping_method,shipping_status,payment_method
ORD-32220560,2022-07-29,CUST-88D2F5,Karen Smith MD,brittney72@example.org,Adamsborough,SD,Patio Dining Tbl,Furniture,8,307.0,20.0,2436.0,Nature Goods,Free Shipping,returned,Gift Card
ORD-71550403,2024-08-23,CUST-96F78B,Aaron Harris,,Martinezstad,ID,sun lounger,Furniture,7,79.57,0.0,556.99,OutdoorHub ,Express,Shipped,
ORD-58877064,2023-07-08,CUST-A88A9F,Stephanie Powell,lopezaaron@example.com,Haneyburgh,MO,SOLAR LANTERN,Lighting,5,27.74,0.0,138.7,Home-Nest,Free Shipping,CANCELLED,PayPal
ORD-16709729,2022-07-02,CUST-08281F,Ashley Andersen,michaellara@example.net,Lake Nicholas,DE,GAS GRILL,BBQ & Grilling,1,444.57,0.0,444.57,GardenPlus ,Standard,canceled,Apple Pay
ORD-47963962,2022-01-13,CUST-3D5C51,Grant Lewis,feliciajames@example.net,South Thomasport,GA,Wind Chime ,Outdoor Decor,8,21.53,15.0,157.24,Home Nest,Overnight,SHIPPED,Apple Pay
ORD-86368303,2023-05-16,CUST-3D8A69,Sonya Davenport,timothysuarez@example.com,Larryshire,CA,Garden Hose,Garden Tools,2,30.67,0.0,61.34,naturegoods,Standard,cancelled,PayPal
ORD-66066269,2022-06-29,CUST-76C044,Lawrence Payne,pwarren@example.net,Willisport,ID,Floodlight,Lighting,1,66.41,0.0,66.41,Home-Nest,Express,DELIVERED,Debit Card
ORD-75668523,2024-02-18,CUST-6BA77E,Sharon Mccullough,jacksonmarcus@example.org,Joeburgh,VA,BBQ TOOL SET,BBQ & Grilling,6,38.55,0.0,231.3,Patio-World,Express,In Transit,Apple Pay
ORD-99915306,2022-09-19,CUST-A4A43D,Stephanie Thompson,gutierrezmakayla@example.com,East Joann,UT,Adirondack Chairs,Furniture,2,47.06,0.0,94.12,Garden-Plus,Overnight,dispatched,Debit Card
ORD-62854567,2024-12-16,CUST-72F1F8,Jane Baldwin,jonathandecker@example.org,New Brucestad,TN,Pruning-Shears,Garden Tools,4,27.49,0.0,109.96,GARDENPLUS,Standard,dispatched,Debit Card
ORD-49650918,2023-09-22,CUST-CAC8AC,Donna Mason,stevenstracy@example.org,Josephbury,NC,BirdBath,Outdoor Decor,3,82.07,0.0,246.21,PATIOWORLD,Express,Canceled,Gift Card
ORD-52610448,2023-01-10,CUST-54C211,James Stevens,jonathantaylor@example.org,New Aaronville,NH,garden hose,Garden Tools,8,34.14,20.0,253.12,Nature-Goods,Overnight,shipped,Gift Card
ORD-72474739,2023-07-08,CUST-6B915B,Todd Mitchell,christopherbaker@example.net,Teresaside,TX,Patio Dining Table,Furniture,4,270.82,20.0,1063.28,outdoor hub,Store Pickup,Returned,Gift Card
ORD-54334073,2022-02-19,CUST-2F16D3,Sierra Garcia,bakerkathryn@example.com,Millermouth,RI,Solar-Lantern,Lighting,3,24.17,0.0,72.51,Patio-World,Overnight,Pending,Credit Card
ORD-86936914,2024-10-20,CUST-74101F,Curtis Powers,jamesbradley@example.net,New Priscillaville,ME,Wheelbarrow,Garden Tools,2,89.83,0.0,179.66,Patio World,Standard,Canceled,Google Pay
ORD-71538641,2022-04-01,CUST-31DA6A,Michelle Diaz,crystal51@example.org,Changside,WV,Wind-Chime,Outdoor Decor,5,21.52,15.0,92.6,Nature Goods,Store Pickup,in progress,Credit Card
ORD-91296105,2022-07-12,CUST-CB95F3,Christina Ryan,wesleynash@example.net,North Leslie,SC,garden statue,Outdoor Decor,6,52.82,0.0,316.92,HomeNest.,Express,RETURNED,Apple Pay
ORD-91055539,2023-01-11,CUST-156E3A,Anna Jones,susanwebster@example.org,West Johnmouth,MO,hammock,Furniture,7,64.75,5.0,448.25,Outdoor Hub,Standard,Shipped,Apple Pay
ORD-40124548,2022-06-03,CUST-81D06C,Marie Brown,jonathan48@example.org,New Eric,IN,plant pot,Outdoor Decor,8,16.47,0.0,131.76,GARDENPLUS,Store Pickup,canceled,Debit Card
ORD-89995791,2024-01-31,CUST-1B42F6,Dylan Savage,adam30@example.org,East Gloria,FL,HAMMOCK,Furniture,4,55.16,0.0,220.64,GARDENPLUS,Store Pickup,canceled,Apple Pay
ORD-11063061,2024-12-09,CUST-BEAC98,Alexis Higgins,gonzalezthomas@example.net,West Jared,PA,WALL PLANTER,Outdoor Decor,3,29.71,0.0,89.13,GardenPlus ,Store Pickup,pending,Gift Card
ORD-11630266,2023-08-03,CUST-151858,Wendy Welch,tcrawford@example.com,North Maryshire,TN,CHARCOAL GRILL,BBQ & Grilling,4,217.72,20.0,1165.3,Outdoor Hub,Standard,Shipped,Debit Card
ORD-07455129,2022-07-12,CUST-2AD691,Kristina Jones,yhughes@example.net,Greenton,RI,deck light,Lighting,3,44.64,10.0,123.92,NATURE GOODS,Free Shipping,cancelled,PayPal
ORD-23895783,2022-12-05,CUST-08E45D,Dana Fritz,justinhunter@example.com,Stuartmouth,KS,Wheelbarrow,Garden Tools,5,114.44,15.0,557.2,Patio World,Express,Complete,Apple Pay
ORD-39325470,2024-01-12,CUST-70807E,Dan Butler,james56@example.com,Josephfurt,CT,String-Lights,Lighting,3,36.51,20.0,89.53,OutdoorHub,Express,Processing,Debit Card
ORD-38523959,2024-12-06,CUST-2D319C,Mike Hernandez,dave42@example.net,Meyerview,WY,wheelbarrow,Garden Tools,3,94.45,0.0,283.35,GardenPlus,Standard,canceled,Google Pay
ORD-91268620,2022-11-30,CUST-50426C,Andrea Allen,kristine59@example.net,Port Amymouth,FL,bird bath,Outdoor Decor,5,91.62,5.0,453.1,HomeNest,Store Pickup,CANCELLED,Credit Card
ORD-74724392,2023-03-29,CUST-A6A8F8,Matthew Richards,briggsandrea@example.com,Fordchester,CA,GARDEN STATUE,Outdoor Decor,4,57.07,0.0,228.28,patioworld,Overnight,Refund,Apple Pay
ORD-13363203,,CUST-C60154,Christine Calderon,danielnewton@example.com,,WV,Charcoal-Grill,BBQ & Grilling,6,198.71,0.0,1192.26,Nature Goods,Standard,delivered,Credit Card
ORD-65241166,2023-10-06,CUST-A25257,David Hanson,qbowen@example.net,Ginatown,MD,Charcoal Grill,BBQ & Grilling,6,212.24,0.0,1273.44,gardenplus,Store Pickup,canceled,PayPal
ORD-17798513,2024-04-11,CUST-70960F,Melissa Small,garrettanthony@example.org,Tammyburgh,ME,Gardn Bench,Furniture,7,122.37,20.0,836.59,HomeNest,Express,SHIPPED,Debit Card
ORD-63118571,2022-09-09,CUST-081E78,Kimberly Rubio,karencortez@example.org,Olsenfurt,NC,Wheelbarrow ,Garden Tools,1,109.42,10.0,99.42,naturegoods,Express,delivered,Debit Card
ORD-89585271,,CUST-C78FEE,Charles Jennings,tonya55@example.org,East Sharonstad,IA,Pathway Light,Lighting,6,56.45,5.0,333.7,outdoor hub,Express,Returned,Google Pay
ORD-84309727,2024-12-18,CUST-4C1092,Kayla Whitney,lpittman@example.org,South Melissabury,PA,HAMMOCK,Furniture,5,54.76,0.0,273.8,Nature-Goods,Overnight,returned,Debit Card
ORD-99885277,2024-11-13,CUST-5E4C47,Robert Michael,sarahgilbert@example.net,Obrienfurt,IA,GRILL COVER,BBQ & Grilling,5,34.13,10.0,160.65,HomeNest,Standard,CANCELLED,Gift Card
ORD-38924894,2024-04-08,CUST-BEBC61,Rachael Mcneil,melissa05example.com,North Markbury,MA,Deck-Light,Lighting,2,43.77,10.0,77.54,GardenPlus ,Express,pending,PayPal
ORD-81641046,2024-02-05,CUST-D08046,Kathy Whitehead,daniel13@example.com,Port Theresaville,SD,LeafBlower,Garden Tools,6,158.87,0.0,953.22,Outdoor Hub,Standard,Processing,Credit Card
ORD-95390588,2024-12-14,CUST-E93DD2,Kayla Maldonado,vdoyle@example.net,Janetshire,PA,Wall Plantr,Outdoor Decor,5,33.57,0.0,167.85,NatureGoods,Store Pickup,delivered,Google Pay
ORD-11105551,2023-06-15,CUST-296397,Mark Hardin,qgray@example.org,Stevenville,NM,Leaf Blower,Garden Tools,3,147.23,25.0,416.69,Home-Nest,Free Shipping,DELIVERED,Google Pay
ORD-89708382,2023-02-05,CUST-0EB2EE,Danielle Wilson,virginia06@example.net,North Tinaborough,CT,WALL PLANTER,Outdoor Decor,3,31.23,0.0,93.69,HomeNest,Overnight,SHIPPED,Google Pay
ORD-55537534,2023-03-09,CUST-401F2F,Tyler Jacobs,johnsondonald@example.net,East Samanthaborough,IN,wind chime,Outdoor Decor,7,20.54,0.0,143.78,Nature-Goods,Free Shipping,delivered,Apple Pay
ORD-07579686,2022-11-20,CUST-E0151E,Louis Martinez,joshua00@example.com,Curryside,IN,TROWEL SET,Garden Tools,8,22.82,10.0,172.56,Garden-Plus,Standard,delivered,Google Pay
ORD-80632655,2023-10-29,CUST-0E6026,Amanda Kelly MD,karagonzalez@example.com,East Angelica,CT,STRING LIGHTS,Lighting,6,35.16,15.0,195.96,patioworld,Standard,Canceled,PayPal
ORD-71465253,2023-09-09,CUST-48915F,Alvin Rush,wilsondoris@example.com,South Thomasbury,CA,Wind Chime ,Outdoor Decor,4,19.86,0.0,79.44,outdoor hub,Standard,Delivered,Credit Card
ORD-86927336,2024-04-24,CUST-ACA4F0,Amanda Cooper,jmorrison@example.net,New Lisatown,OK,PRUNING SHEARS,Garden Tools,1,28.1,10.0,18.1,Patio-World,Express,Complete,PayPal
ORD-19685486,2024-07-29,CUST-4B3590,Mrs. Kimberly Miller,jose68@example.org,East Cynthiaton,ID,sun lounger,Furniture,7,98.23,25.0,662.61,Outdoor Hub,Store Pickup,Delivered,Gift Card
ORD-41557932,2024-09-25,CUST-A5289A,Larry Murphy,stevensjessica@example.org,Flowersview,DE,GRILL COVER,BBQ & Grilling,8,27.29,0.0,218.32,Home-Nest,Store Pickup,SHIPPED,Apple Pay
ORD-86991932,2024-04-01,CUST-BF281B,Tyler Schneider,joshua70@example.net,Port Gracefort,LA,Wall-Planter,Outdoor Decor,-8,34.31,0.0,274.48,Home Nest,Store Pickup,RETURNED,Gift Card
ORD-95774591,2023-05-01,CUST-DEB2AE,Cheryl Miller,mcintoshkimberly@example.com,East Stacyburgh,SC,Floodlight,Lighting,2,65.39,25.0,105.78,OUTDOORHUB,Free Shipping,Cancelled,Credit Card
ORD-50672808,2023-07-23,CUST-8892EE,Maria Nguyen,igarrison@example.com,Port Peterbury,VT,Charcol Grill,BBQ & Grilling,6,183.04,0.0,1098.24,homenest,Standard,RETURNED,Debit Card
ORD-70279530,2023-11-01,CUST-6C2BBD,Joshua Choi,laurasloan@example.com,Evelynton,NV,Pruning-Shears,Garden Tools,4,26.62,15.0,91.48,outdoor hub,Free Shipping,Returned,Credit Card
ORD-74801894,2023-03-27,CUST-978050,Cindy Johnson,vschneider@example.com,Warrenside,MD,patio dining table,Furniture,5,331.51,0.0,1657.55,homenest,Standard,DELIVERED,Gift Card
ORD-95446085,2023-01-20,CUST-CAF952,Leslie Jordan,brookepennington@example.com,Laurenville,TX,Hammock,Furniture,6,67.17,0.0,403.02,Home Nest,Store Pickup,CANCELLED,Debit Card
ORD-91929930,2024-01-07,CUST-08F7B2,Justin Watts,michellehale@example.com,West Shaunchester,WV,flood light,Lighting,2,55.21,0.0,110.42,Home Nest,Overnight,SHIPPED,Credit Card
ORD-39428075,2023-02-15,CUST-847A54,Donna Stephenson,iwest@example.com,Simonhaven,MI,BIRD BATH,Outdoor Decor,3,74.59,0.0,223.77,PatioWorld,Express,Pending,PayPal
ORD-10281227,2024-06-01,CUST-01846A,Kim Yang,matthew99@example.com,Aaronland,KY,Charcol Grill,BBQ & Grilling,3,192.07,20.0,556.21,OutdoorHub ,Standard,Delivered,Apple Pay
ORD-26049919,2024-04-14,CUST-9E0BFB,Calvin Williams,richard19@example.net,New Timothyburgh,NJ,Hammock,Furniture,2,59.17,0.0,63.71,outdoor hub,Free Shipping,Returned,Credit Card
ORD-95603988,2024-07-17,CUST-14ED7A,Melanie Davis,michaeldavila@example.org,North Brett,ME,Hammok,Furniture,2,68.38,5.0,131.76,HomeNest.,Free Shipping,DELIVERED,Debit Card
ORD-67533102,2024-05-22,CUST-73E9BD,Heather Hubbard,rosesamantha@example.org,Floreshaven,NY,Fire Pit,BBQ & Grilling,-5,153.41,0.0,767.05,Outdoor-Hub,Overnight,Delivered,Apple Pay
ORD-54157462,2023-08-26,CUST-A5B6ED,Anthony Watkins,becky50@example.net,Erinbury,DE,garden statue,Outdoor Decor,1,61.04,20.0,41.04,OUTDOORHUB,Free Shipping,Shipped,PayPal
ORD-10466469,2023-02-05,CUST-6F239D,Andrea Shaw,richard80@example.org,North Benjaminville,KS,String Lghts,Lighting,3,34.27,0.0,102.81,Garden Plus,Store Pickup,pending,Gift Card
ORD-17220007,2023-07-14,CUST-14E561,Brian Rodriguez,carlos95@example.com,Leeview,NV,Floodlight,Lighting,2,59.3,5.0,113.6,outdoor hub,Overnight,Processing,Gift Card
ORD-77541008,2023-05-21,CUST-25246B,Thomas Ramirez,wayne23@example.org,Sarahtown,NH,Pruning-Shears,Garden Tools,8,28.56,15.0,213.48,HomeNest,Express,SHIPPED,Debit Card
ORD-84048737,2022-09-21,CUST-EC2BCC,Kelly Phillips,bartonelizabeth@example.org,West Chase,MO,wheelbarrow,Garden Tools,3,88.96,15.0,251.88,Garden Plus,Store Pickup,canceled,PayPal
ORD-28353240,2022-12-04,CUST-8555F4,Meghan Bowers,robertrosales@example.com,Carolynhaven,MI,PATHWAY LIGHT,Lighting,8,49.8,0.0,398.4,Garden Plus,Free Shipping,delivered,Google Pay
ORD-76697696,2022-03-06,CUST-327804,Anita Alexander,martinezalexandra@example.org,Brettfort,SD,LeafBlower,Garden Tools,7,141.61,25.0,966.27,HomeNest.,Overnight,DELIVERED,PayPal
ORD-73966516,2023-07-26,CUST-1DE546,Mark Clements,nolanpaige@example.org,Port Chad,MO,Gas Grill,BBQ & Grilling,3,,0.0,1435.95,Home Nest,Express,RETURNED,Apple Pay
ORD-25183946,,CUST-2BA0E6,Diana Weeks,hughestonya@example.com,Morseville,SC,Leaf-Blower,Garden Tools,7,167.36,20.0,1151.52,NATURE GOODS,Standard,cancelled,Credit Card
ORD-10546585,2024-12-03,CUST-277B0D,Anna Rocha,natasha14@example.org,New Colleenside,OK,DECK LIGHT,Lighting,3,43.48,0.0,130.44,Patio-World,Free Shipping,Refund,Credit Card
ORD-65845274,2022-10-17,CUST-A51D2B,Ruben Rice,hamiltondonna@example.com,Anneton,LA,garden hose,Garden Tools,7,33.66,5.0,230.62,Garden Plus,Free Shipping,dispatched,Google Pay
ORD-49453617,2023-09-02,CUST-17BA21,Charles White,brownsamantha@example.org,Thomasberg,IN,Pruning-Shears,Garden Tools,3,27.39,25.0,57.17,OutdoorHub,Overnight,Cancelled,Gift Card
ORD-71305440,2024-11-15,CUST-F534C0,Hailey Davies,jbarrett@example.net,South Jason,NH,Gas-Grill,BBQ & Grilling,1,492.44,0.0,492.44,Patio-World,Standard,Refund,Apple Pay
ORD-51538254,2023-05-04,CUST-2D2D8C,Courtney Wright,jonathankelley@example.org,Lambburgh,NY,Patio Dining Tbl,Furniture,4,289.75,0.0,1159.0,Garden Plus,Express,canceled,PayPal
ORD-20266914,2022-05-10,CUST-63F898,Jeffrey Brown,xjames@example.com,Burtonshire,NJ,solar lantern,Lighting,3,21.79,20.0,45.37,homenest,Free Shipping,CANCELLED,Gift Card
ORD-85068602,2023-12-18,CUST-A85712,Marissa Hernandez,alandean@example.net,West Kellyview,NV,Garden Statue,Outdoor Decor,2,53.89,0.0,107.78,Patio World,Standard,Pending,Gift Card
ORD-85180485,2022-01-30,CUST-80B38F,Alison Austin,michael49@example.net,Alyssahaven,IL,FIRE PIT,BBQ & Grilling,8,149.46,15.0,1180.68,Patio World,Free Shipping,In Transit,Google Pay
ORD-90063170,2024-02-16,CUST-DB1514,Sherri Davis,angela92@example.org,Port Martha,LA,String Lghts,Lighting,8,35.2,0.0,281.6,PATIOWORLD,Free Shipping,In Transit,Apple Pay
ORD-52686751,2023-01-26,CUST-88A413,James Williams,iyoung@example.net,Sheilamouth,MT,PATIO DINING TABLE,Furniture,7,324.43,25.0,2246.01,Home-Nest,Express,RETURNED,Gift Card
ORD-59585929,2024-02-11,CUST-D3D955,Derrick Dougherty,william88@example.net,Robertborough,NJ,Wheelbarrow,Garden Tools,8,102.88,5.0,818.04,PATIOWORLD,Free Shipping,Refund,Google Pay
ORD-66090648,2024-05-08,CUST-579027,Andrew Krause,tcarter@example.net,Port Ryan,NJ,FIRE PIT,BBQ & Grilling,6,160.25,0.0,2453.5,GardenPlus,Standard,pending,Google Pay
ORD-99299219,2024-12-30,CUST-B71C0C,Morgan Green,taylorjames@example.com,West Lorraine,ID,String-Lights,Lighting,6,39.57,0.0,237.42,HOME NEST,Express,DELIVERED,Google Pay
ORD-75125198,2022-11-23,CUST-C404AA,,diazcurtis@example.net,Shortstad,AZ,Fire-Pit,BBQ & Grilling,3,164.52,0.0,493.56,patioworld,Standard,Complete,Credit Card
ORD-77015988,2024-04-11,CUST-50FEC7,Michael Harris,howardsteven@example.org,West Sarahville,TX,Adirondack Chair,Furniture,6,49.43,0.0,296.58,Garden-Plus,Express,canceled,Apple Pay
ORD-66332750,2024-07-29,CUST-DED2D7,Emily Perez,melissa67@example.org,Rojashaven,CA,Adirondack-Chair,Furniture,4,43.59,0.0,174.36,NatureGoods,Standard,cancelled,Google Pay
ORD-02697986,2023-09-08,CUST-C390A9,Christina Williams,david60@example.org,Jasonborough,MO,Grill Covr,BBQ & Grilling,7,27.72,20.0,174.04,Home Nest,Overnight,SHIPPED,Debit Card
ORD-42588005,2022-08-10,CUST-9871CD,Tiffany Wilson,tdavis@example.net,Gentrystad,ND,solar lantern,Lighting,7,23.3,0.0,163.1,Home-Nest,Express,SHIPPED,PayPal
ORD-09041405,2024-06-14,CUST-CA864D,Ashley Williams,qvaughan@example.net,New Randy,IL,DECK LIGHT,Lighting,1,45.03,0.0,45.03,Garden Plus,Standard,delivered,Debit Card
ORD-56801318,2022-05-27,CUST-D5D81C,Gregory Garcia,christianallen@example.com,Port Peggyborough,NM,WHEELBARROW,Garden Tools,1,98.1,0.0,98.1,HomeNest.,Standard,RETURNED,Credit Card
ORD-20988365,2022-08-25,CUST-7B407F,Stephen Joseph,matthewjohnson@example.org,Lake Curtis,CA,PLANT POT,Outdoor Decor,6,16.98,25.0,76.88,homenest,Free Shipping,SHIPPED,Credit Card
ORD-40795375,2024-06-26,CUST-FEC558,Jillian Kramer,rodney04@example.net,Shannonhaven,WI,garden statue,Outdoor Decor,7,65.6,0.0,459.2,OutdoorHub ,Overnight,Shipped,Credit Card
ORD-96365780,2022-09-11,CUST-A1DB95,James Lane,,Lake Cindymouth,GA,Wheel Barrow,Garden Tools,2,91.32,0.0,182.64,PATIOWORLD,Standard,Refund,Gift Card
ORD-07568564,2024-09-13,CUST-0686EA,Sean Schultz,iwheeler@example.org,Sarahton,NV,patio dining table,Furniture,7,278.46,15.0,1934.22,PATIOWORLD,Express,Canceled,Google Pay
ORD-06197157,2023-04-12,CUST-91497D,Chelsea Jennings,richard77@example.com,Port Eddie,UT,Flood-Light,Lighting,7,57.28,20.0,380.96,PatioWorld,Overnight,In Transit,Gift Card
ORD-98906708,2024-03-12,CUST-A7309E,Antonio Williams,woodwardcindy@example.net,Hallhaven,UT,Patio Dining Table,Furniture,4,336.88,15.0,1332.52,Garden Plus,Express,delivered,Debit Card
ORD-47618840,2022-11-17,CUST-14BC79,Natalie Duran,matthew56@example.org,North John,AZ,WALL PLANTER,Outdoor Decor,1,29.13,0.0,29.13,outdoor hub,Overnight,Returned,Google Pay
ORD-94264092,2024-04-21,CUST-46011C,Eileen Leblanc,warrentracy@example.com,East Sarafurt,TN,SOLAR LANTERN,Lighting,1,24.12,10.0,14.12,HOME NEST,Overnight,SHIPPED,Apple Pay
ORD-94157357,2022-01-24,CUST-4D6D63,Kenneth Mooney,robert13@example.net,New Matthewchester,OK,DECK LIGHT,Lighting,4,35.21,0.0,140.84,patioworld,Express,Refund,Credit Card
ORD-01031295,2024-04-28,CUST-E620F5,Jose Taylor,hsimon@example.net,Port Ronald,KY,solar lantern,Lighting,7,25.83,0.0,180.81,GardenPlus,Store Pickup,dispatched,Apple Pay
ORD-28559514,2024-12-14,CUST-73617C,Susan Garrett,wardbrandon@example.com,Robertshire,MN,Pruning Shears,Garden Tools,7,22.86,20.0,140.02,Home-Nest,Standard,RETURNED,Apple Pay
ORD-83571695,2024-03-27,CUST-2D26F1,Jonathan Alvarado,branchcindy@example.net,Port Teresamouth,OH,PRUNING SHEARS,Garden Tools,5,24.77,0.0,123.85,GardenPlus ,Express,canceled,Debit Card
ORD-12210897,2022-02-01,CUST-D9427F,Joshua Hernandez,bradley62@example.org,Marioton,MT,PLANT POT,Outdoor Decor,6,13.87,15.0,68.22,HOME NEST,Free Shipping,DELIVERED,Credit Card
ORD-81103000,,CUST-68ACEF,Christina Cantrell,ebennett@example.com,New Chad,NE,Sun Loungr,Furniture,8,93.1,15.0,729.8,outdoor hub,Free Shipping,Cancelled,Gift Card
ORD-69196440,2024-09-18,CUST-898AD6,Michael Booth,brivera@example.org,Lake Jerry,MO,deck light,Lighting,1,,0.0,42.44,Garden Plus,Overnight,refunded,Apple Pay
ORD-52766468,2024-12-29,CUST-65A991,Christina Mendez,vhernandez@example.org,Adamburgh,MO,Bird-Bath,Outdoor Decor,5,89.79,5.0,443.95,Outdoor-Hub,Standard,Delivered,PayPal
ORD-26593259,2023-02-04,CUST-C50221,Alexander Rivera,roserichard@example.com,Michaelport,MS,Wall Planter,Outdoor Decor,3,28.15,0.0,84.45,HOME NEST,Overnight,SHIPPED,Apple Pay
ORD-01953958,2024-11-08,CUST-343D88,Maria Davis,,Olivermouth,VT,Pruning-Shears,Garden Tools,5,22.67,15.0,98.35,OutdoorHub ,Store Pickup,Shipped,PayPal
ORD-71623671,2024-01-17,CUST-1DE165,Karen Adkins,conwaynatalie@example.com,North Antonio,IL,flood light,Lighting,3,67.07,20.0,181.21,Nature-Goods,Overnight,cancelled,Apple Pay
ORD-07449304,2023-01-17,CUST-393AA7,Isaac Walker,wandarobinson@example.org,Crawfordberg,TX,Pruning-Shears,Garden Tools,1,21.26,10.0,11.26,Outdoor Hub,Overnight,Shipped,Apple Pay
ORD-32287809,2022-12-28,CUST-E302BF,Melissa Henson,srandall@example.org,Port Loganberg,IL,Adirondack Chairs,Furniture,-6,46.4,0.0,278.4,Home Nest,Store Pickup,SHIPPED,Apple Pay
ORD-25417303,2024-03-05,CUST-CCABAD,Angela Wilson,justin43@example.net,North Christopher,NE,Flood-Light,Lighting,4,57.7,15.0,215.8,Outdoor-Hub,Store Pickup,Shipped,Credit Card
ORD-81749200,2023-02-26,CUST-A4E22A,David Robbins MD,eddie71@example.com,Holtberg,CO,WIND CHIME,Outdoor Decor,1,17.06,5.0,12.06,OutdoorHub ,Overnight,Processing,Gift Card
ORD-06846553,2024-03-27,CUST-5BD686,Matthew Williams,kevin14@example.org,Virginiaview,MN,Hammock,Furniture,6,65.47,0.0,392.82,Patio-World,Overnight,Complete,Credit Card
ORD-22452681,2023-01-25,CUST-D39647,Zachary Frye,lindarodriguez@example.net,Port Christopherton,NH,SUN LOUNGER,Furniture,2,87.33,20.0,154.66,PatioWorld,Free Shipping,Refund,Apple Pay
ORD-51357410,2024-07-08,CUST-916F75,Jordan Russell,soniasmithexample.com,Shellyport,NM,Wheel Barrow,Garden Tools,7,92.19,10.0,635.33,Home-Nest,Express,DELIVERED,Debit Card
ORD-79562921,,CUST-A86723,Haley Lee,obenjamin@example.net,Gordonchester,MD,Adirondack Chairs,Furniture,4,52.11,0.0,208.44,OUTDOORHUB,Standard,Returned,Google Pay
ORD-04858158,2023-10-18,CUST-9890FD,Bradley Young,phillipslisa@example.org,Georgeland,AL,Hammock ,Furniture,8,56.45,0.0,451.6,OutdoorHub ,Standard,Processing,Gift Card
ORD-42956394,2023-10-17,CUST-2454F4,Steven Moore,joe15@example.net,Millermouth,HI,Wind Chime ,Outdoor Decor,6,22.0,25.0,107.0,gardenplus,,pending,Apple Pay
ORD-69067659,2024-01-12,CUST-E731FD,Heather Jones,cbaker@example.org,New Bonnie,NY,BIRD BATH,Outdoor Decor,1,80.58,0.0,80.58,outdoor hub,Express,Processing,Gift Card
ORD-88627689,2022-04-25,CUST-940C2E,Katherine Pope,lorirojas@example.com,East Dylan,MA,Garden-Bench,Furniture,7,111.32,0.0,779.24,OutdoorHub ,Overnight,Shipped,Google Pay
ORD-87502625,2023-02-13,CUST-8CC421,Allen Bond,hernandezdaniel@example.com,Bartlettside,CA,BBQ TOOL SET,BBQ & Grilling,2,50.12,15.0,85.24,NATURE GOODS,Free Shipping,cancelled,Google Pay
ORD-40400145,2024-12-28,CUST-44FBBE,Elizabeth Schmidt,nathaniel64@example.net,Port Davidport,MA,Prunning Shears,Garden Tools,3,26.53,25.0,54.59,GardenPlus,Store Pickup,dispatched,Gift Card
ORD-31853606,2024-08-28,CUST-F52A87,Calvin Buchanan,david74@example.net,Lake Kimberly,HI,Floodlight,Lighting,7,66.31,5.0,459.17,Nature Goods,Express,in progress,Credit Card
ORD-62357313,2022-08-09,CUST-213FEB,Wesley Marquez,nicholas81@example.com,Lake Scott,KS,GARDEN STATUE,Outdoor Decor,1,54.74,20.0,34.74,Nature-Goods,Standard,returned,PayPal
ORD-89726898,2024-10-03,CUST-60A53B,Taylor Owens,vaughandaniel@example.com,Fernandoside,CA,Solar-Lantern,Lighting,1,24.24,5.0,19.24,GardenPlus,Store Pickup,delivered,Google Pay
ORD-63519482,2022-07-31,CUST-27A4D6,Robert Keith,jennifer94@example.com,Villamouth,RI,fire pit,BBQ & Grilling,1,135.8,15.0,120.8,OUTDOORHUB,Standard,Shipped,Gift Card
ORD-35856508,2022-08-13,CUST-0FA235,James Dean,ebird@example.net,East Timbury,SD,GARDEN BENCH,Furniture,4,113.14,0.0,452.56,Patio World,Express,Pending,Apple Pay
ORD-19358946,2022-05-08,CUST-4F4B42,Lori Conley,susan22@example.org,New Cassandra,XX,Trowel Set,Garden Tools,0,17.43,20.0,49.72,Garden Plus,Store Pickup,refunded,Google Pay
ORD-78058371,2023-09-19,CUST-D359F0,Melanie Hanson,anthonysmith@example.org,North Ruth,CT,deck light,Lighting,1,35.69,10.0,25.69,NATURE GOODS,Free Shipping,in progress,Debit Card
ORD-79124619,2023-11-15,CUST-BDE596,Michael Pope,qbrown@example.com,Port Rachelmouth,OK,Garden-Statue,Outdoor Decor,5,51.99,5.0,254.95,patioworld,Overnight,Pending,Gift Card
ORD-62368608,2023-04-07,CUST-59B371,Kayla Gay,debbiehamilton@example.net,Jenniferton,N/A,Bird-Bath,Outdoor Decor,1,84.27,0.0,84.27,PATIOWORLD,Express,Complete,Gift Card
ORD-17223406,2024-03-18,CUST-BC509A,Mark Case,marcus14@example.com,South Keith,SD,CHARCOAL GRILL,BBQ & Grilling,5,213.66,5.0,1063.3,GardenPlus,Free Shipping,dispatched,Gift Card
ORD-79670089,2024-08-20,CUST-5F3CB3,Vincent Carter,hernandezcarl@example.com,Port Lukeport,NV,Flood Light,Lighting,8,65.21,15.0,0.0,homenest,Free Shipping,SHIPPED,Gift Card
ORD-70760995,2023-01-09,CUST-A11F02,Matthew Vega,eperez@example.org,East Matthewstad,NV,WHEELBARROW,Garden Tools,1,88.17,0.0,88.17,PatioWorld,Express,Refund,Gift Card
ORD-76562430,2024-03-29,CUST-FAC8E6,Courtney Harper,alberthernandezexample.com,Cantrellside,WI,Gas Grill,BBQ & Grilling,8,488.29,25.0,5501.08,GARDENPLUS,Free Shipping,refunded,Apple Pay
